Date,Open,High,Low,Close,Volume,Adj Close
2016-10-27,126.55,128.75,124.60,125.65,1514200,125.65
2016-10-26,126.00,126.60,121.90,126.00,1693200,126.00
2016-10-25,125.55,127.45,125.50,126.90,1326000,126.90
2016-10-24,123.40,125.85,123.30,125.85,1157600,125.85
2016-10-21,122.70,123.90,122.20,123.25,1209500,123.25
2016-10-20,121.70,123.80,121.10,123.40,1177400,123.40
2016-10-19,121.50,122.05,120.85,121.35,1089200,121.35
2016-10-18,120.85,121.35,119.60,121.30,832800,121.30
2016-10-17,119.95,121.10,119.35,119.65,699000,119.65
2016-10-14,118.30,121.25,118.05,120.60,1273100,120.60
2016-10-13,119.40,119.50,116.70,117.70,1161400,117.70
2016-10-12,120.30,121.50,119.55,120.10,735300,120.10
2016-10-11,121.00,121.90,120.25,120.30,1061700,120.30
2016-10-10,118.75,121.55,118.35,121.35,1060700,121.35
2016-10-07,119.80,119.95,117.70,118.55,1259900,118.55
2016-10-06,120.70,121.35,119.85,120.00,913500,120.00
2016-10-05,117.25,120.90,116.65,120.25,1310500,120.25
2016-10-04,117.00,119.85,116.55,118.60,1519900,118.60
2016-10-03,116.95,116.95,116.95,116.95,000,116.95
2016-09-30,114.00,117.25,111.60,116.95,1313400,116.95
2016-09-29,116.10,117.40,115.25,115.55,918800,115.55
2016-09-28,113.45,115.40,113.10,114.55,1187500,114.55
2016-09-27,117.45,117.75,110.60,113.20,2595200,113.20
2016-09-26,118.40,118.45,115.35,116.20,1284600,116.20
2016-09-23,121.15,121.40,118.80,119.15,965000,119.15
2016-09-22,119.80,122.20,119.40,121.00,1011200,121.00
2016-09-21,119.30,120.40,118.35,119.10,687200,119.10
2016-09-20,119.85,120.65,118.35,118.35,778500,118.35
2016-09-19,119.50,120.10,118.70,119.50,958000,119.50
2016-09-16,121.85,122.65,117.80,117.95,2658300,117.95
2016-09-15,122.10,123.65,120.90,122.40,1017100,122.40
2016-09-14,122.80,123.40,121.10,122.55,868700,122.55
2016-09-13,123.85,124.40,121.95,122.10,851600,122.10
2016-09-12,122.80,123.50,121.35,123.05,1186600,123.05
2016-09-09,125.30,126.65,124.50,124.85,902800,124.85
2016-09-08,126.85,127.90,124.15,125.90,1140400,125.90
2016-09-07,125.70,127.55,124.85,126.75,1042500,126.75
2016-09-06,125.40,126.40,124.25,125.05,867900,125.05
2016-09-05,124.70,125.95,124.35,124.85,745600,124.85
2016-09-02,124.40,125.55,121.85,125.15,1126200,125.15
2016-09-01,124.85,126.95,123.05,123.85,940500,123.85
2016-08-31,124.40,126.10,124.20,124.50,889500,124.50
2016-08-30,123.25,125.25,122.80,124.80,964900,124.80
2016-08-29,123.20,124.90,121.85,122.40,589600,122.40
2016-08-26,120.70,124.25,120.55,124.20,1262100,124.20
2016-08-25,122.05,122.40,119.45,120.40,1002000,120.40
2016-08-24,123.05,123.90,121.15,122.65,721100,122.65
2016-08-23,121.20,123.55,120.00,122.95,989900,122.95
2016-08-22,119.25,122.25,118.70,120.05,952700,120.05
2016-08-19,121.55,121.55,118.75,119.90,955100,119.90
2016-08-18,122.65,122.70,120.15,121.75,732900,121.75
2016-08-17,124.50,124.85,121.25,121.75,1005000,121.75
2016-08-16,125.05,125.85,123.45,124.15,912500,124.15
2016-08-15,125.50,127.20,125.45,126.35,544000,126.35
2016-08-12,126.60,127.20,124.60,124.65,781100,124.65
2016-08-11,127.35,127.90,125.90,127.10,722700,127.10
2016-08-10,125.65,127.55,124.80,126.40,941300,126.40
2016-08-09,122.55,126.95,122.20,126.55,1043600,126.55
2016-08-08,124.60,125.90,122.80,123.15,782900,123.15
2016-08-05,119.95,124.25,119.65,124.05,938900,124.05
2016-08-04,119.20,121.30,118.30,119.65,874100,119.65
2016-08-03,118.75,119.10,115.60,117.80,1380600,117.80
2016-08-02,125.10,125.40,118.20,118.85,1552400,118.85
2016-08-01,127.45,127.95,124.05,125.15,776500,125.15
2016-07-29,124.60,126.00,124.55,125.80,935200,125.80
2016-07-28,128.20,128.30,123.05,123.70,1724000,123.70
2016-07-27,126.90,130.50,126.70,127.70,1933000,127.70
2016-07-26,122.55,125.10,122.00,124.75,1162100,124.75
2016-07-25,120.70,122.70,119.65,121.70,868500,121.70
2016-07-22,120.55,121.70,119.25,120.60,841200,120.60
2016-07-21,123.60,124.80,120.15,120.85,1572900,120.85
2016-07-20,116.20,124.90,115.10,123.45,3515100,123.45
2016-07-19,116.30,117.30,114.10,116.45,1368600,116.45
2016-07-18,116.80,118.95,115.25,117.25,1056300,117.25
2016-07-15,116.70,117.60,115.10,116.15,972100,116.15
2016-07-14,116.05,118.10,115.70,117.25,1155800,117.25
2016-07-13,116.95,118.60,114.75,114.85,1214700,114.85
2016-07-12,113.80,117.70,113.35,116.80,1422200,116.80
2016-07-11,112.00,113.95,110.50,113.30,1286800,113.30
2016-07-08,106.40,110.95,106.00,110.10,1338100,110.10
2016-07-07,107.30,109.70,105.65,106.00,1152600,106.00
2016-07-06,107.50,108.25,103.65,106.15,1897700,106.15
2016-07-05,110.50,111.00,108.10,108.20,1235600,108.20
2016-07-04,115.00,115.20,109.85,111.40,1136400,111.40
2016-07-01,109.55,115.20,108.80,113.65,1826500,113.65
2016-06-30,108.65,109.00,105.95,108.30,1828400,108.30
2016-06-29,110.80,111.00,107.55,108.65,1927200,108.65
2016-06-28,109.65,111.40,107.50,107.85,2258800,107.85
2016-06-27,115.00,115.60,105.25,106.10,3183600,106.10
2016-06-24,111.00,121.65,109.60,114.25,4845300,114.25
2016-06-23,124.85,127.25,123.40,126.95,1340300,126.95
2016-06-22,124.50,125.00,123.10,123.10,827500,122.93
2016-06-21,124.10,125.40,122.70,123.60,1053900,123.43
2016-06-20,124.00,125.70,123.40,124.75,1573500,124.58
2016-06-17,119.00,120.60,118.30,118.75,1606800,118.59
2016-06-16,118.15,119.80,115.00,117.55,1853100,117.39
2016-06-15,122.05,122.70,119.40,120.15,1364900,119.98
2016-06-14,120.45,121.25,118.65,119.10,1461800,118.94
2016-06-13,123.00,123.55,120.80,121.80,1334200,121.63
2016-06-10,127.80,127.95,124.00,125.45,1686400,125.28
2016-06-09,131.65,131.85,126.85,128.25,1329500,128.07
2016-06-08,133.45,134.60,130.75,131.15,916500,130.97
2016-06-07,131.40,134.35,131.40,133.60,1117400,133.42
2016-06-06,131.05,132.85,130.55,130.95,768200,130.77
2016-06-03,135.05,135.75,129.60,130.20,1680700,130.02
2016-06-02,131.25,135.35,130.80,134.15,1252400,133.96
2016-06-01,134.20,134.35,131.25,131.80,1408000,131.62
2016-05-31,139.00,139.40,131.45,134.35,2539900,134.16
2016-05-30,136.40,138.00,136.00,137.95,923000,137.76
2016-05-27,134.75,135.75,133.10,135.65,968600,135.46
2016-05-26,133.70,136.00,133.35,135.30,879700,135.11
2016-05-25,134.45,135.60,133.85,134.30,1592600,134.11
2016-05-24,128.80,134.00,127.60,133.40,1961700,133.22
2016-05-23,129.70,130.40,127.60,128.30,1023600,128.12
2016-05-20,128.80,130.00,127.40,129.65,1180500,129.47
2016-05-19,128.00,131.40,126.55,128.15,1276500,127.97
2016-05-18,125.00,128.25,124.75,128.25,1094800,128.07
2016-05-17,129.20,131.00,124.70,125.75,1526200,125.58
2016-05-16,129.20,129.20,129.20,129.20,000,129.02
2016-05-13,126.65,129.45,125.60,129.20,994500,129.02
2016-05-12,129.85,130.25,126.35,127.50,1121100,127.32
2016-05-11,129.10,130.70,127.55,130.35,1328300,130.17
2016-05-10,126.30,129.95,126.05,129.65,1488300,129.47
2016-05-09,124.30,127.25,123.35,124.40,1327400,124.23
2016-05-06,117.95,123.00,117.35,121.80,1297200,121.63
2016-05-05,120.05,120.85,117.50,118.50,871600,118.34
2016-05-04,122.80,124.20,119.70,119.90,1146200,119.73
2016-05-03,126.25,126.35,122.20,122.70,1177500,122.53
2016-05-02,127.00,128.80,125.85,126.65,723200,126.48
2016-04-29,130.70,132.85,126.45,126.45,1750700,126.28
2016-04-28,128.60,132.65,127.40,132.25,1969600,132.07
2016-04-27,126.60,129.95,126.10,129.45,1588200,129.27
2016-04-26,123.75,126.75,123.65,125.05,946500,124.88
2016-04-25,124.65,125.00,121.35,123.10,1047500,122.93
2016-04-22,125.00,128.10,119.30,125.45,2589700,125.28
2016-04-21,125.00,130.00,122.15,127.05,4099000,124.07
2016-04-20,112.80,122.40,112.65,120.90,3933400,118.06
2016-04-19,111.55,113.40,110.70,113.40,1206900,110.74
2016-04-18,108.10,111.65,107.35,110.85,821700,108.25
2016-04-15,111.20,111.95,109.50,109.65,958900,107.08
2016-04-14,112.40,112.70,110.55,112.30,936800,109.66
2016-04-13,109.50,112.95,109.20,111.80,1558000,109.18
2016-04-12,106.80,108.30,105.45,107.45,760000,104.93
2016-04-11,104.00,106.80,102.80,106.40,902000,103.90
2016-04-08,102.90,105.65,102.80,103.95,1008800,101.51
2016-04-07,104.00,104.55,101.70,102.35,921500,99.95
2016-04-06,103.40,104.90,101.25,103.50,1020700,101.07
2016-04-05,105.50,105.50,102.35,102.85,1406100,100.44
2016-04-04,107.75,108.55,106.40,107.15,695600,104.64
2016-04-01,111.00,111.35,107.05,107.70,1215400,105.17
2016-03-31,113.10,114.35,111.65,111.85,795600,109.23
2016-03-30,112.50,114.80,112.05,113.55,852900,110.89
2016-03-29,113.65,115.25,112.05,113.05,1011000,110.40
2016-03-28,114.85,114.85,114.85,114.85,000,112.15
